ISOAlpha3,Country,Indicator,Age,Sex,Year,Domain,Indicator Code,Lower value,Upper value,Value
BRB,Barbados,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2018,Level of consumption,SA_0000001688,3.63,5.2,4.35
DMA,Dominica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2018,Level of consumption,SA_0000001688,2.3,3.47,2.9
GRD,Grenada,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2018,Level of consumption,SA_0000001688,2.93,4.3,3.64
GUY,Guyana,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2018,Level of consumption,SA_0000001688,1.79,2.44,2.1
JAM,Jamaica,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2018,Level of consumption,SA_0000001688,1.34,2.11,1.69
KNA,Saint Kitts and Nevis,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2018,Level of consumption,SA_0000001688,2.12,3.53,2.78
LCA,Saint Lucia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2018,Level of consumption,SA_0000001688,3.27,4.68,3.97
VCT,Saint Vincent and the Grenadines,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2018,Level of consumption,SA_0000001688,2.36,3.37,2.87
SUR,Suriname,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2018,Level of consumption,SA_0000001688,2.54,3.63,3.1
TTO,Trinidad and Tobago,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2018,Level of consumption,SA_0000001688,2.45,3.5,2.94
ARG,Argentina,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2000,Level of consumption,SA_0000001688,3.55,5.07,4.2
BRA,Brazil,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2000,Level of consumption,SA_0000001688,3.27,4.72,3.93
CHL,Chile,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2000,Level of consumption,SA_0000001688,3.13,4.4,3.73
PRY,Paraguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2000,Level of consumption,SA_0000001688,2.11,3.16,2.63
URY,Uruguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2000,Level of consumption,SA_0000001688,3.3,4.71,3.95
ARG,Argentina,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2001,Level of consumption,SA_0000001688,3.55,5.07,4.2
BRA,Brazil,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2001,Level of consumption,SA_0000001688,3.27,4.72,3.93
CHL,Chile,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2001,Level of consumption,SA_0000001688,3.13,4.4,3.73
PRY,Paraguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2001,Level of consumption,SA_0000001688,2.11,3.16,2.63
URY,Uruguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2001,Level of consumption,SA_0000001688,3.3,4.71,3.95
ARG,Argentina,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2002,Level of consumption,SA_0000001688,3.56,5.01,4.18
BRA,Brazil,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2002,Level of consumption,SA_0000001688,3.15,4.6,3.83
CHL,Chile,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2002,Level of consumption,SA_0000001688,3.16,4.47,3.75
PRY,Paraguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2002,Level of consumption,SA_0000001688,1.99,2.93,2.45
URY,Uruguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2002,Level of consumption,SA_0000001688,2.91,4.36,3.56
ARG,Argentina,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2003,Level of consumption,SA_0000001688,3.52,4.98,4.16
BRA,Brazil,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2003,Level of consumption,SA_0000001688,3.08,4.52,3.73
CHL,Chile,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2003,Level of consumption,SA_0000001688,3.25,4.51,3.8
PRY,Paraguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2003,Level of consumption,SA_0000001688,1.94,2.93,2.41
URY,Uruguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2003,Level of consumption,SA_0000001688,2.73,4.05,3.32
ARG,Argentina,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2004,Level of consumption,SA_0000001688,3.46,4.94,4.14
BRA,Brazil,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2004,Level of consumption,SA_0000001688,3.03,4.49,3.67
CHL,Chile,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2004,Level of consumption,SA_0000001688,3.53,4.9,4.11
PRY,Paraguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2004,Level of consumption,SA_0000001688,2.03,3.04,2.54
URY,Uruguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2004,Level of consumption,SA_0000001688,2.73,4.07,3.33
ARG,Argentina,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2005,Level of consumption,SA_0000001688,3.59,5,4.19
BRA,Brazil,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2005,Level of consumption,SA_0000001688,3.05,4.38,3.67
CHL,Chile,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2005,Level of consumption,SA_0000001688,3.68,5.1,4.31
PRY,Paraguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2005,Level of consumption,SA_0000001688,2.29,3.34,2.79
URY,Uruguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2005,Level of consumption,SA_0000001688,2.95,4.26,3.5
ARG,Argentina,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2006,Level of consumption,SA_0000001688,3.66,5.13,4.31
BRA,Brazil,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2006,Level of consumption,SA_0000001688,3.09,4.39,3.7
CHL,Chile,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2006,Level of consumption,SA_0000001688,3.87,5.37,4.54
PRY,Paraguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2006,Level of consumption,SA_0000001688,2.38,3.53,2.95
URY,Uruguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2006,Level of consumption,SA_0000001688,3.06,4.38,3.6
ARG,Argentina,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2007,Level of consumption,SA_0000001688,3.89,5.3,4.47
BRA,Brazil,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2007,Level of consumption,SA_0000001688,3.12,4.46,3.71
CHL,Chile,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2007,Level of consumption,SA_0000001688,3.82,5.31,4.49
PRY,Paraguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2007,Level of consumption,SA_0000001688,2.61,3.82,3.21
URY,Uruguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2007,Level of consumption,SA_0000001688,3.1,4.41,3.63
ARG,Argentina,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2008,Level of consumption,SA_0000001688,3.92,5.42,4.58
BRA,Brazil,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2008,Level of consumption,SA_0000001688,3.08,4.44,3.7
CHL,Chile,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2008,Level of consumption,SA_0000001688,3.9,5.35,4.56
PRY,Paraguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2008,Level of consumption,SA_0000001688,2.65,3.88,3.25
URY,Uruguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2008,Level of consumption,SA_0000001688,3.06,4.39,3.61
ARG,Argentina,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2009,Level of consumption,SA_0000001688,3.92,5.44,4.59
BRA,Brazil,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2009,Level of consumption,SA_0000001688,3.13,4.52,3.73
CHL,Chile,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2009,Level of consumption,SA_0000001688,3.92,5.35,4.59
PRY,Paraguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2009,Level of consumption,SA_0000001688,2.64,3.96,3.31
URY,Uruguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2009,Level of consumption,SA_0000001688,2.93,4.23,3.49
ARG,Argentina,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2010,Level of consumption,SA_0000001688,3.78,5.29,4.47
BRA,Brazil,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2010,Level of consumption,SA_0000001688,3.12,4.57,3.76
CHL,Chile,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2010,Level of consumption,SA_0000001688,3.89,5.27,4.51
PRY,Paraguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2010,Level of consumption,SA_0000001688,2.53,3.84,3.19
URY,Uruguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2010,Level of consumption,SA_0000001688,2.9,4.11,3.4
ARG,Argentina,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2011,Level of consumption,SA_0000001688,3.82,5.3,4.44
BRA,Brazil,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2011,Level of consumption,SA_0000001688,3.15,4.58,3.78
CHL,Chile,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2011,Level of consumption,SA_0000001688,3.89,5.42,4.61
PRY,Paraguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2011,Level of consumption,SA_0000001688,2.56,3.78,3.16
URY,Uruguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2011,Level of consumption,SA_0000001688,2.92,4.14,3.45
ARG,Argentina,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2012,Level of consumption,SA_0000001688,3.84,5.34,4.5
BRA,Brazil,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2012,Level of consumption,SA_0000001688,3.04,4.44,3.72
CHL,Chile,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2012,Level of consumption,SA_0000001688,3.79,5.32,4.49
PRY,Paraguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2012,Level of consumption,SA_0000001688,2.47,3.62,3.06
URY,Uruguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2012,Level of consumption,SA_0000001688,3.05,4.34,3.57
ARG,Argentina,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2013,Level of consumption,SA_0000001688,3.95,5.41,4.56
BRA,Brazil,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2013,Level of consumption,SA_0000001688,3.09,4.47,3.67
CHL,Chile,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2013,Level of consumption,SA_0000001688,3.92,5.39,4.6
PRY,Paraguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2013,Level of consumption,SA_0000001688,2.33,3.54,2.94
URY,Uruguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2013,Level of consumption,SA_0000001688,3.1,4.38,3.64
ARG,Argentina,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2014,Level of consumption,SA_0000001688,4.06,5.48,4.68
BRA,Brazil,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2014,Level of consumption,SA_0000001688,2.99,4.28,3.57
CHL,Chile,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2014,Level of consumption,SA_0000001688,3.81,5.21,4.44
PRY,Paraguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2014,Level of consumption,SA_0000001688,2.29,3.42,2.85
URY,Uruguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2014,Level of consumption,SA_0000001688,3.02,4.28,3.57
ARG,Argentina,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2015,Level of consumption,SA_0000001688,4.03,5.56,4.72
BRA,Brazil,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2015,Level of consumption,SA_0000001688,2.9,4.22,3.48
CHL,Chile,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2015,Level of consumption,SA_0000001688,3.86,5.3,4.5
PRY,Paraguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2015,Level of consumption,SA_0000001688,2.22,3.39,2.81
URY,Uruguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2015,Level of consumption,SA_0000001688,2.89,4.13,3.42
ARG,Argentina,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2016,Level of consumption,SA_0000001688,4.23,5.69,4.81
BRA,Brazil,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2016,Level of consumption,SA_0000001688,2.79,4.11,3.35
CHL,Chile,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2016,Level of consumption,SA_0000001688,3.81,5.15,4.43
PRY,Paraguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2016,Level of consumption,SA_0000001688,2.24,3.36,2.83
URY,Uruguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2016,Level of consumption,SA_0000001688,2.84,4.02,3.36
ARG,Argentina,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2017,Level of consumption,SA_0000001688,4.02,5.55,4.72
BRA,Brazil,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2017,Level of consumption,SA_0000001688,2.71,3.98,3.27
CHL,Chile,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2017,Level of consumption,SA_0000001688,3.8,5.12,4.39
PRY,Paraguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2017,Level of consumption,SA_0000001688,2.36,3.5,2.9
URY,Uruguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2017,Level of consumption,SA_0000001688,2.9,4.09,3.4
ARG,Argentina,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2018,Level of consumption,SA_0000001688,3.95,5.52,4.64
BRA,Brazil,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2018,Level of consumption,SA_0000001688,2.64,3.91,3.22
CHL,Chile,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2018,Level of consumption,SA_0000001688,3.78,5.11,4.36
PRY,Paraguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2018,Level of consumption,SA_0000001688,2.39,3.57,2.94
URY,Uruguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2018,Level of consumption,SA_0000001688,2.87,4.08,3.38
